Oconnor,Anna,1,4B
Sule,Brandon,2,4A
Holt,Russell,5,1A
Goodrow,Mary,3,3A
Terrell,Chad,5,2B
Provino,Sherri,3,4A
Breunig,Billie,4,4B
Snodgrass,Robert,5,3B
Moore,Shellie,5,3B
Hamilton,William,5,3A
Coleman,Harry,2,3A
Grohs,John,1,4B
Lucas,James,2,4A
Landrum,Samuel,5,4A
Lasure,Lisa,1,2B
Frank,Richard,2,4B
Santa,Laura,2,3B
Hunter,Allen,2,3A
Kelly,Beverly,1,2A
Hiraldo,Marie,4,2A
Odell,Josephine,4,1B
Mohammed,Sue,4,1B
Carter,Leah,3,4A
Henderson,Emily,4,3A
Mitchell,Michael,1,4B
Ray,Gerri,2,3A
Evans,Gregory,4,4B
Santos,Michael,1,1A
Fischer,Jeanie,3,4A
Reeves,Kathryne,1,1A
Lewin,Elmer,3,3B
Stewart,Laquita,3,2A
Merkel,Vanessa,5,3A
Robinson,Steven,1,2B
Maldonado,Marilyn,3,4A
Mohler,Todd,5,4B
Hill,Janie,3,2B
Thomas,Laura,5,3B
Jennings,Martin,1,1B
Stephens,Kimberly,3,1A
Bush,Crystal,2,4A
Kuehn,Maurice,2,2A
Sodhi,Nancy,3,4B
Kennedy,Lori,4,4A
Kilgore,Effie,1,3B
Wilbon,Mary,3,4B
Delano,Leroy,4,4A
Mcdorman,Terry,3,2B
Sears,Danielle,5,3A
Champion,Kenia,5,2B
Schear,Daniel,5,4B
Stolte,Regena,3,3A
Blake,Michael,4,3A
Abernathy,Barbara,2,1A
Barron,Herman,3,3A
Long,Kerry,4,2B
Martin,Barton,2,2B
Millwee,Isaac,5,4A
Garrett,Kandi,5,3A
Mckenney,Paula,3,2B
Shurman,Jose,5,3B
Kelly,Danny,2,4B
Dupas,Joseph,3,4A
Sauceda,Bernard,5,2B
Campbell,Karen,1,3A
Johnson,Amanda,4,4A
Barge,Janelle,3,2A
Diefenbach,Alexander,3,2A
Ricci,Margaret,4,2A
Moss,Jerry,5,3A
Brashear,Deborah,1,2A
Patterson,Tonya,2,3B
Fitzgerald,Cynthia,3,2A
Gonzales,Andrea,5,1B
Randall,Harris,5,3B
Roberts,Howard,1,4B
Williams,Joseph,5,4A
Ledin,Sarah,4,1A
Durate,Adam,3,2A
Elder,Jimmy,3,4A
Reed,Corey,4,2B
Galvan,Antwan,2,2A
Wilson,Keith,4,1A
English,Steve,4,2A
Scerra,Joseph,3,1A
Fischetti,Diane,4,1A
Reynolds,Randy,1,3B
Woods,Christine,4,1B
Rooney,Sandra,3,3A
Perrigo,William,2,1B
Stuck,Kathryn,5,3B
Pierce,Gary,4,1B
Chavez,Barbara,3,2A
Johnson,Leah,4,4A
Cadogan,Miriam,5,2A
Seneca,Kirby,3,4B
Heller,Jimmy,5,2B
Rex,Rene,3,2B
Jimenez,Randall,3,3A
Yamada,Fernando,2,2B
Rose,Melissa,1,2A
Lopez,Nora,4,2B
Ruby,Melissa,5,3A
Preston,Miguel,3,2B
Smith,Ronald,2,2B
Groves,Andy,1,3B
Jimison,Arnold,2,2A
Pierson,Edward,2,3B
Graves,Doris,3,2B
Holler,Antonia,3,3B
Fink,Shane,5,2A
Sweet,Thomas,4,3A
Gaddis,Mildred,1,3B
Stoll,Louise,4,4A
Fields,Curtis,5,3A
Martin,Dorthy,2,1B
Larson,Sarah,3,1A
Ehrlich,Ina,1,2A
Nicolas,Emilio,5,4B
Bailey,Ralph,5,2A
Boyles,Rachel,5,2A
Altieri,Bridget,4,4B
Norman,James,3,3A
Williams,Angeline,2,4A
Blackburn,Stacy,2,1A
Luna,Desiree,4,1A
Nazario,Robert,2,2B
Aronson,Michelle,3,2A
Bowles,Curtis,1,2B
Harding,Mollie,5,3B
Pringle,Timothy,5,1B
Oldham,Clayton,3,1A
Jones,Rebecca,1,3B
Walls,Sandy,2,4A
Garza,Nellie,5,3B
Roupe,Oscar,3,1B
Tucker,Vivian,5,4B
Sander,Andrea,1,4A
Brooks,Anna,1,4A
Morel,Gail,2,4B
Bradley,Wayne,5,1A
Gaytan,Terry,3,2A
Fontenot,Fred,3,2B
Brehmer,Amber,1,4B
Bradstreet,Ruth,2,4B
Parker,Christopher,2,3A
Lambert,Laurie,5,4A
Rayo,Charlene,5,4B
Turner,Joel,3,3B
Coyne,Regina,3,2B
Francis,Thomas,1,2A
Kahle,Thomas,4,1A
Mcclurg,Mike,3,1B
Seaman,Charles,3,2A
Ward,Todd,4,4B
Quinton,America,3,2B
Creech,Wm,3,4A
Harper,Rene,2,2A
Wilson,Margaret,1,1B
Ford,Willa,1,1A
Reyes,Jack,3,1B
Sell,Vonda,3,2B
Renova,Lucy,2,4B
Rodriguez,Ken,2,2B
Crum,Scott,5,1B
Harris,Toni,4,4A
Grady,Aubrey,4,4B
Provines,Philip,4,2B
Smith,Virginia,4,4A
Turner,Jessica,1,3B
Heath,Philip,2,1B
Caul,Edith,4,4B
Bell,Patricia,5,3A
Mcgill,Johnnie,4,1A
Dees,Mark,2,4B
Cohn,Ruth,1,1A
Norton,Floyd,1,4A
Martinez,Jenifer,5,4A
Martin,James,3,3B
Johson,Sadie,4,1A
Gardella,Janet,4,2A
Klopfenstein,Elwood,4,3B
Soto,Mary,2,1A
Conroy,Jacob,4,3A
Brown,George,1,4A
Elliott,Laurie,1,1B
Miller,Troy,4,3A
Walker,Wilma,4,1B
Jiron,Wilburn,3,4A
Lehman,Irene,1,4A
Harris,Roberto,3,1A
Munoz,Leroy,3,3B
Lindsey,Mary,2,4A
Richard,Mark,1,2B
Scott,Sandra,5,3B
Nava,Brian,4,4A
Warren,Richard,4,2A
Mills,Mary,4,3B
Schwartz,Karin,5,1B
Peterson,Sandra,5,1B
Poeppelman,Alice,2,3B
Felipe,Michael,3,2A
Wills,Jack,2,3B
Bundage,Ralph,4,2B
Clark,Virginia,4,4A
Peel,Charles,2,3A
Nash,Terry,5,4B
Shelton,Alex,3,3B
Webb,Lesia,5,3B
Groves,Lisa,4,3A
Hart,Juanita,2,3A
Hines,John,2,2B
Day,Doris,3,3A
Diamond,Ella,3,1A
Murphy,Deborah,3,4A
Rowe,Corrine,1,1A
Watson,Lawrence,5,4A
Taylor,David,2,1B
Naquin,Bertha,4,1A
Moore,Jamar,4,4A
Warren,Sarah,2,2B
Dotson,Valentin,5,1A
Skinner,Derrick,1,3B
Wright,Gary,2,3B
Loveland,Ted,3,3A
Leak,Rodney,5,2A
Alvarado,Michelle,5,4B
Barley,Leonard,1,2A
Hembree,Ronald,5,4B
Skidmore,Linda,3,1B
Price,Tonya,3,4A
Hawkins,Elizabeth,1,4A
Terres,Cheryl,3,3A
Butler,Laura,1,4A
Leighton,Karen,1,1A
Reid,Carolyn,1,4A
Bronson,Sue,4,4A
Vigil,Marianne,1,2B
Lacour,Shawn,5,1A
Williams,Charles,1,4B
Baker,Ruby,1,3A
Clinkscales,Jonathan,1,1B
Burget,Sara,1,2B
Mclean,Christine,2,2B
Saavedra,Angela,5,3A
Frias,Robert,1,4B
Paul,Robert,2,4B
Boyd,Michelle,4,3A
Olson,Thomas,2,1A
Miller,Scott,5,1A
Mattson,Robert,5,3B
Guffey,David,1,3A
Dahnke,Roy,3,4A
Perez,Ursula,1,1A
Smith,Bobby,5,4A
Delnero,Robert,5,2B
Deangelis,Norman,5,3A
Benally,Danny,3,2B
Nolen,Linwood,3,4B
Harris,Cheryl,3,1A
Anaya,David,3,3A
Wyatt,Rafael,1,2B
Schueler,Sterling,5,2A
Connor,Timothy,5,2B
Perry,Mary,2,3A
Perez,Philip,5,1B
Gore,Mary,1,3B
Bassett,Keith,3,1B
Hemphill,Jacqueline,4,3B
Harris,Flossie,3,2B
Abell,Ramon,5,4A
Hernandez,Dewey,4,3A
Miller,Michelle,1,4B
Hohlstein,Rebecca,5,3B
Merritt,Janice,4,1A
Putnam,Gloria,3,3A
Leisenring,Sandra,5,3B
Strack,John,3,4A
Tarvin,Lizbeth,3,1B
Hartzell,Collin,2,1B
Jones,Henry,3,4A
Stuart,Carlos,3,4B
Hoeft,Leda,2,2A
Guinn,Jerry,3,2B
Strange,Tara,2,3B
Cothran,Debbie,1,4B
Warner,Teresa,4,1B
Cooper,Charles,3,1B
Parmer,Thomas,1,2B
Alessandroni,Bryan,1,3B
Thompson,Charles,3,3B
Laws,George,1,2A
Milbourn,Eric,2,3B
Waddington,Emma,1,2B
Whitney,Brenda,3,2A
Solano,Samantha,1,2B
Hileman,Suzanne,1,4A
Coppock,Lily,4,4B
Esparza,Sherry,5,3A
Hocutt,Jeffrey,5,3A
Ruth,Dennis,1,4A
Smith,William,3,4A
Rautenstrauch,Rosanne,3,1A
Moon,Randall,3,1A
Anderson,Jesse,3,4A
Dishon,John,3,1A
Jones,Bernard,3,1A
Manuel,Kent,1,2A
Brown,Debora,1,1B
Billie,Tammy,4,3A
Sturgeon,Susan,3,2A
Thomas,Mariano,1,3A
Wilson,Leonard,5,2B
Franklin,Todd,1,2B
Bryson,Danny,3,1A
Gouldman,Lina,5,4B
Norman,Mellisa,4,3B
Nichols,Alvin,4,1A
Campos,Renee,4,3B
Schley,Elaine,3,2A
Goto,Reed,3,1A
Campbell,Maurice,5,4B
Schaeffer,Henrietta,4,3A
Janczewski,Jacob,4,1A
William,Donald,2,2B
Reiter,Jacqueline,4,4B
Turner,Eugene,3,3B
Caulfield,Pauline,2,4A
Laird,Nobuko,2,3B
Kemp,Keith,3,3B
Bailey,Robert,5,4B
Mbonu,Carol,5,3A
Lavoie,Marie,2,3B
Caraway,Hilary,3,2A
Hopp,Thomas,2,2A
Newton,Melvin,4,4B
Bradford,Aaron,3,2A
Olson,Frances,2,2A
Ellis,Jacob,4,4A
Torres,Brandi,4,4B
Oliver,Thelma,4,2A
Green,Timothy,3,1B
Cortes,Lawanda,2,4B
Anderson,Winston,2,2A
Smialek,Michael,3,3A
Devore,Beverly,3,3A
Hebert,Herman,2,4B
Eychaner,Alice,5,1B
Myers,Betty,4,2A
Smith,Edna,2,2A
Cecchini,Richard,5,2A
Bucker,Shirley,1,3A
Bapties,Lisa,5,4A
Llewellyn,Danielle,2,2B
Braden,Olive,5,4A
Tharp,John,1,1A
Steffens,Georgianna,5,2A
Goforth,Betty,2,2B
Fukunaga,Maureen,5,4A
Melton,Mary,4,3A
Ahrenholtz,Steven,3,3B
Thomas,James,4,4A
Petrey,Taylor,5,3B
Bomar,Jessica,4,4B
Santistevan,Bryce,4,2A
Stewart,John,1,4A
Wakefield,Eric,5,3A
Miller,Harry,3,2B
Villarreal,Amanda,1,3A
Lucas,Lora,1,1B
Shoemaker,Frances,2,4A
Snyder,Alice,2,1A
Williams,Cora,2,3A
Reyna,Dwight,4,4B
Gayle,Jeffrey,1,1A
Wheeler,Dennis,3,4B
Winders,Carol,4,4A
Althoff,Michael,4,1A
Tam,Dena,5,3A
Tilton,Mildred,5,4A
Schaffner,Thomas,2,4B
Harris,Tanya,3,3A
Northcutt,Jane,1,1A
Lilly,Martha,3,2B
Hardy,Claudia,3,2B
Hunt,Penelope,1,2A
Richter,Rico,2,3B
Arehart,Curtis,1,4A
Lawson,Martha,1,4A
Coste,Marnie,1,4B
Rider,Joseph,5,3B
Guild,Matilda,5,1A
Cooper,Dustin,4,2A
Parizo,Eddie,4,1A
Schmidt,Teresa,4,4B
Peacock,Wayne,2,4A
Howell,Desiree,2,4B
Kitchen,Sandra,3,4B
Catania,Larry,5,3A
Vargas,Cory,2,3A
Scott,Aida,2,1A
Kelly,Michael,2,3B
Cox,Ronald,5,4B
Tomasek,Michele,3,3A
Lerer,Jeffrey,1,2B
Soto,Haley,4,3A
Decinti,Brian,2,4B
Paris,Ashley,1,3A
Morgan,David,4,2A
Swanson,Joshua,3,2A
Atkinson,Carolyn,3,4A
Pierce,Jonathan,3,2A
Fair,Ernie,3,3A
Hotaling,Jessenia,2,4A
Dupes,Carl,4,3A
Slaugh,Josefina,3,2A
Ross,Rafael,2,4A
Pointer,Jeffrey,5,2B
Mcnair,Gail,1,1B
Underwood,Teresa,5,3A
Ruka,Nancy,2,1A
Bastidas,Merle,2,4B
Barabas,Robert,5,1B
Albert,Madison,1,3A
Suarez,John,5,3B
Morin,Kristie,5,4A
Young,Lucy,4,4A
Kinney,Val,2,4A
Cantave,Herbert,2,4A
Thomson,Abraham,2,1B
Randle,Stephen,4,4A
Simmons,Ethel,1,2A
Sanders,James,2,4A
Richardson,Micheal,4,1B
Thomas,Carlos,2,1A
Jackson,James,1,2B
Poche,Justin,5,1B
Carlson,Dolores,2,1A
Siwiec,Jaime,2,1B
Little,Joann,2,1B
Brennan,Nicole,1,2B
Walker,William,5,2A
Washington,Dorothy,4,3A
Stevens,Kelly,4,3A
Southerland,Sandra,2,4A
Batson,Debra,2,2A
Sasser,Jody,3,1A
Poole,Lena,1,2B
Best,Emily,1,2B
Poteat,Walter,5,2B
Hedman,Gloria,2,2A
Pearl,Donna,3,3B
Wilson,Michael,2,2A
Goodwin,Regan,5,3A
Marvin,Cynthia,2,3B
Austin,Darlene,5,2A
Elliott,Shane,3,1B
Campbell,Marge,2,4A
Chambers,Judy,2,2B
Vandergriff,Ashley,2,3A
Brown,Carl,2,1A
Dambrose,Phyllis,5,2B
Gunning,Stephen,4,3A
Cahill,Helen,1,4A
Veatch,Tammy,5,2A
Sykes,Brad,3,2A
Merriman,Mary,1,2B
Meier,Andrea,1,3A
Hedges,Jeanne,5,1B
Vargo,Jacqueline,2,2A
Welty,Syble,4,2A
Major,Maryanne,2,1B
Morrison,Kris,1,4A
Bradley,Nancy,4,2A
Garza,Rita,1,1B
Thompson,Melissa,1,1A
Plante,Aaron,4,2B
Hopton,Robert,4,4B
Juarez,Kathryn,5,1B
Vazquez,Frank,5,4A
Newman,Jim,4,2A
Doyle,Iris,1,2B
Smith,Tracy,2,1B
Flores,Viola,4,4B
Fine,Scott,1,1B
Herman,Colleen,3,1B
Fields,Abbie,4,3A
Gillespie,Walter,2,2B
Herring,Aaron,5,4B
Ryan,Julia,1,2A
Blakley,Cherie,4,2B
Logan,William,5,2A
Reilly,Debra,1,4B
Miles,Richard,3,1A
Nail,Angela,4,2A
Miller,Harriet,2,2A
Ross,Lori,2,3B
Mckinney,Joe,3,2B
Robertson,Irving,5,4B
Steen,Jessica,2,3A
Garrett,Jacqueline,2,1B
Barton,Philip,2,2A
Hawk,Rebecca,3,1B
Ames,Charles,4,2B
Straw,Steven,3,2A
Furr,Kathleen,3,3A
Breen,Mildred,4,4B
Allen,Albert,2,2A
Welsh,Faye,2,2A
Harvey,Emma,4,2A
Baker,Jonathan,2,1A
Zubia,Alan,3,2A
Mckenzie,Carl,4,3B
Boyett,Eddie,2,3B
Pryor,Juan,2,4A
Mong,Jason,1,1B
Dalton,Leroy,2,4B
White,Doris,4,1B
Fitzgerald,Jacob,3,2B
Robinson,Jessica,2,3A
Clark,Michelle,3,2A
Murray,Bernice,4,1A
Cole,Cassandra,1,4A
Russell,Mary,2,1A
Strother,Antonio,4,1A
Joyce,David,4,3B
Thurman,Matthew,3,4B
Colbert,Miriam,5,2A
Pete,Kelli,3,4B
Leonard,Dwayne,3,4B
Vrabel,Ann,1,1A
Butler,Darryl,2,4A
Burns,Manuel,4,1B
Torres,Steven,2,2B
Antone,Karen,5,4A
Geller,Rosario,5,3B
Skinner,Eric,1,3A
Aparicio,George,1,4B
Rosa,Queen,1,1A
Jacobson,Katelynn,4,4B
Shapero,Delphine,1,4B
Kaye,Betty,2,1A
Henke,Kerry,4,4A
House,Byron,2,1A
Washington,Kathryn,2,1A
Richardson,Geraldine,4,2B
Miles,Robert,3,3A
Schroeder,Margaret,1,2B
Stone,Sammy,3,2B
Hearn,Julio,4,1A
Mccloughan,Donald,1,1B
Allen,Alyssa,1,1B
Ryan,Melanie,3,3B
Gardner,Lawrence,5,3B
Marshall,Marianne,4,1A
Romero,David,2,2A
Mallette,Eric,1,3A
Morris,Brenda,2,2B
Prewitt,Linda,3,1B
Franck,Yesenia,5,4A
Nolin,Leonard,4,2A
Harris,Jose,3,1A
Reyes,Shirley,3,1A
Salley,Jeffrey,3,2A
Mcintosh,Adrienne,1,2B
Effron,Sharron,1,3B
Davis,Bill,4,1A
Stewart,Jean,1,1A
Allen,William,5,1B
Cathey,Constance,3,3A
Zeger,Daniel,1,1A
Adkison,Esmeralda,3,1A
Shaw,Archie,4,1A
Fish,Kurt,3,3B
Haines,Mathew,4,2B
Ochoa,Danny,4,2A
Petersen,Michelle,1,4B
Legan,Charles,1,1A
Hatch,Moses,3,2A
Morlino,Timothy,3,2A
Cameron,Anthony,2,4B
Reynoso,Melissa,4,4B
Jones,Delia,2,3A
Michelson,Isidro,3,4B
Jefferson,James,5,4B
Moore,Stanley,1,3A
Farley,Christy,1,1A
Walton,Beth,5,3B
Grubbs,Thomas,1,1B
Stewart,Derek,3,2B
Fennell,Kenneth,3,3A
Buendia,Martin,5,1A
Nardini,Salvatore,3,3B
Goldtrap,Frank,4,2B
Harger,David,5,1B
Holzinger,Wilmer,2,3B
Waters,Phillip,1,4A
Foster,Myra,1,3B
Harris,Tammie,2,3B
Bauer,Brenna,3,2A
Sou,Susan,4,4A
Malone,Wilbert,1,1A
Wiederwax,Cheryl,3,2B
Wilke,Shannon,5,4B
Franklin,Michael,4,3A
Laurie,Stephanie,3,3A
Reed,Laurie,1,2A
Burch,James,2,4A
Adams,Roderick,2,1A
Mcreynolds,Matthew,1,4A
Andrews,Lori,4,1A
Allah,Darlene,5,3B
Mukai,Richard,5,3B
Williams,Andrea,1,2A
Schuster,Jennie,1,1A
Bagnoli,Dorothy,5,3B
Garcia,Barbara,1,2B
Lien,Elizabeth,3,3A
Thomas,Manuela,4,4B
Ross,Melissa,4,4B
Renner,Diane,4,1B
Lasseter,Terrence,2,1B
Sapp,Debra,1,1A
Travis,Jason,3,1A
Clark,Kelly,5,2A
Lawrence,Daniel,4,2B
Mclain,John,5,1B
Reynolds,James,1,2B
Morrison,Jana,5,1B
Li,Ray,5,3B
French,Deborah,5,3B
Millet,Lance,2,4A
Jackson,Robert,4,4B
Dufrene,Chet,4,4A
Diaz,Susan,4,2B
Jordan,Deborah,2,3B
Hill,Gordon,4,3A
Hanson,Travis,2,3B
Blanding,Jennifer,4,3A
Davis,Raymond,2,2B
Worthing,Dora,4,1B
Stewart,Leslie,1,3A
Davis,Maria,4,1A
Minutillo,Mark,3,1A
Gilbertson,Eugene,4,2A
Taylor,Jimmy,4,2A
Perl,Carl,5,4A
Girman,Jeffrey,2,2B
Robbins,Joseph,5,4B
Jones,Seth,3,2A
Kern,Clarence,1,2A
Ward,Mark,2,3A
Skow,Justin,4,1A
Richard,Robert,3,3A
Mcnamara,James,2,2A
Frein,Jose,2,1A
Favorito,Elsie,4,4A
Wahlberg,Elaine,1,4A
Banks,Sylvia,5,1B
Harbert,Lois,4,2A
Ferrell,Anthony,3,2A
Potter,Amber,2,2A
Medley,Dennis,3,2A
Adams,Katie,2,1B
Galloway,Daryl,1,4B
Tripp,Mary,3,4B
Galvan,Albert,5,4B
Olson,Eric,3,3A
Mcadoo,Regina,2,2B
Hutton,Allen,5,2A
Turner,Miguel,4,4A
Rollins,Sandy,3,1B
Herzberg,Amy,5,3B
Kurtz,Gwendolyn,3,4B
Vandenbosch,Charles,4,4B
Smith,Madelyn,3,3B
Knowles,Monty,2,1B
Smith,Raul,2,2B
Grant,Nelson,3,4B
Kratz,George,1,2A
Robinson,Tijuana,4,1A
Perkins,James,5,1B
Tilley,Sherry,1,4A
Reagan,Jacqueline,1,2B
Johnson,Erica,5,4A
Tuohy,Jerry,2,4A
Suero,Kara,4,1B
Morrison,Diane,4,2A
Kimmes,Ines,3,4A
Cascio,Jeanne,2,1B
Smith,Christopher,4,2A
Hegarty,Ellsworth,2,2A
Jones,Ward,5,1B
Taplin,Janeth,1,3A
Harding,Michael,1,1A
Atkinson,Marcos,3,1A
Grady,Lee,5,1A
Propes,Maria,5,1A
Maxwell,Brandy,4,2A
Miles,Ashley,2,4B
Papen,Ricki,5,2B
Harris,Kasey,4,1B
Billingsley,Michael,1,1B
Manna,Victor,5,4A
Hall,Marjorie,5,4B
Dooley,Russell,5,2A
Febres,David,4,2A
Sartoris,Dane,5,4B
Hoopes,Brandon,1,2B
Yousef,Susan,2,1A
Cola,John,4,1A
Simon,Regine,4,3A
Peterson,Melanie,5,3B
Flores,John,3,3A
Fields,Brent,1,4B
Perza,James,1,3B
Campana,Christopher,4,1B
Mercado,John,2,2B
Anderson,Hazel,2,1B
Mcaferty,Joann,5,3B
Rudy,Glenn,2,4B
Baumberger,Robert,4,1A
Mefford,Raymond,5,3B
Carter,Michele,1,3B
Williams,Susan,3,1B
Vann,Jill,1,2A
Pimenta,Mary,5,4A
Wood,Jody,5,2A
Jeanbaptiste,Jose,1,1B
Walker,Magdalena,2,3B
Grossetete,Kendall,5,4B
Burris,David,1,1B
Long,Johnny,1,2B
Shipley,Peter,1,1A
Wilson,Richard,5,4B
Fink,James,3,4A
Moore,Shannon,5,2A
Martin,Teresa,1,2A
Johnson,Brett,1,2A
Munoz,Barbara,4,3A
Leabow,Angela,1,4A
Evans,Thomas,4,3B
Nettles,Amanda,5,1A
Larios,Dewitt,1,4A
Nelson,Gladys,5,2A
Gonzales,Francis,5,3B
Howard,Todd,2,2B
Hogg,Mary,2,1B
Lopez,Ronnie,1,2A
Finn,Anneliese,5,2A
Stark,Celia,5,3B
King,Randy,2,1B
Vanderschel,Matthew,1,1A
Wilson,Carolyn,2,1A
Hamburg,Lori,2,1B
Bush,Sarah,4,4B
Hatfield,Rebecca,3,3A
Musick,Sammy,5,3B
Zavala,Laura,1,4A
Riley,Kathleen,4,1B
Rand,Marjorie,2,1A
Pena,Jean,2,3B
Ingwersen,James,2,4A
Lopez,James,4,2B
Firth,Mary,2,4B
Robinson,Mark,2,4A
Sampson,Franklin,4,3A
Rubinson,Chase,4,4A
Fornes,Kenneth,3,1A
Shaffer,Jason,1,3A
Allsbrook,Pamela,4,2A
Elwood,Jennifer,4,2A
Cox,David,3,4A
Payton,Geraldine,3,2B
Miller,Linda,1,1A
Gonzalez,Vincent,2,4A
Alexander,Guy,5,2A
Johnson,Mary,3,1B
Fernandez,Terry,3,2B
Mcleod,Rosa,1,1B
Urquhart,John,4,2A
Granger,Yolanda,1,4A
Smith,Edwin,3,4A
Burwell,Angelina,5,2B
Callahan,Janie,5,2B
Lemonds,Judith,1,3B
Anderson,Elizabeth,4,4B
Williams,David,2,1B
Ahearn,Sherrell,1,3A
Waller,Ruth,5,4B
Manning,John,4,3B
Cregan,Marjorie,1,1B
Goldberg,Jessica,5,3A
Miles,Russell,2,2B
Anthony,William,3,4B
Leblanc,Marvin,4,4A
Christenson,Donald,3,1B
Cloud,Ruben,2,2B
Porter,Robert,4,2B
Foster,Joyce,5,4B
Andersen,Linsey,3,1B
Cherry,Cody,3,4B
Fino,Patricia,2,1A
Thompson,Benjamin,5,2B
Sullivan,Louise,2,4A
Wynne,Kenny,3,3A
Hallack,Rebecca,2,1A
Cannon,John,3,1B
Luper,Terrell,2,1B
Gonzales,John,2,3A
Desimone,Vernon,2,4B
Pugh,Shakira,3,4A
Dugue,Constance,4,3B
Bloom,Richard,2,4A
Larsen,Kaitlyn,3,4B
Kim,Cornell,4,4A
Dickey,Marshall,2,2A
Taylor,Donald,2,1B
Comstock,George,1,3B
Green,Dan,4,2A
Bouldin,Carolyn,5,1A
Waters,Edwina,4,2A
Durbin,Thomas,5,2A
Spence,Charlotte,3,4B
Higgins,Erica,4,3A
Crabtree,Doris,2,1A
Washington,George,1,2B
Wilson,Lawrence,5,2A
Burleson,Misty,5,2A
Anderson,Paul,2,4A
Miller,Lana,3,4A
Webb,Francisco,5,1A
Nekola,Cheryl,5,1B
Guyer,Thaddeus,3,2B
Bradshaw,Damaris,5,3A
Weber,Lorraine,5,2A
Federico,Eleanor,1,2A
Nelson,Charles,3,3B
Boyer,Anna,3,1A
Wright,Thomas,5,3B
Wollenburg,Julie,1,4B
Dimaggio,Ernestine,3,1A
Littlefield,Kenneth,3,1B
Mrotek,Fred,2,4A
Huber,Arturo,3,2B
Leigh,Tara,1,1B
Smith,Benjamin,3,1A
Guzman,Candice,5,2A
Keck,Jenelle,4,1A
Thames,Mary,3,2B
Gordon,Loretta,4,2A
Mitchell,William,3,3B
Mcgee,Marjorie,2,1A
Bright,Jeffrey,3,2B
Bright,Luella,5,1A
Kistler,Robert,5,3A
Young,Roland,4,3B
Patock,Andrew,2,4A
Turner,Gary,5,1B
Reyes,Nicholas,2,1A
Steele,Kenneth,5,3B
Leising,Vicky,1,3B
Johnson,Cary,3,2A
Hoke,Chad,4,1B
Shumaker,Wendy,5,2B
Maldonado,John,2,3A
Russo,Ryan,5,2B
Stahl,Tom,2,3B
Ursprung,Jessica,2,4A
Harris,Carl,5,4B
Shade,Joyce,2,1B
Medley,Patrick,1,4A
Jones,Richard,2,3B
Brubaker,Martha,4,2B
Miller,Kris,3,1A
Bryan,Beverly,2,2B
Holland,Karyn,3,1A
Vega,Joan,4,4A
Anthony,Johnny,1,2A
Heishman,Robt,5,4B
Owens,Christine,4,1A
Livingston,Jessie,2,2A
Choe,Alex,3,1B
Bounds,James,3,4B
Huber,Lori,1,1A
Chamberlain,Monica,5,4A
Morrissey,Kena,1,1B
Roeber,Derrick,2,3A
Robinson,Maura,3,1A
Graves,Kelley,1,3B
Kimble,Rowena,2,4A
Rodgers,Mike,4,1B
Landry,Irene,2,4A
Frederick,Michelle,3,4B
Brown,Lucille,2,2B
Wiedman,William,3,1A
Andre,Betty,4,2A
Oakley,Tami,3,2B
Fink,Charles,4,3B
Rost,Theresa,2,1A
Mcginnis,Amado,4,4B
Ervin,Robert,3,2A
Downs,Paul,5,2B
Livengood,Louis,3,2A
Kellum,Martha,5,4B
Perkins,Michael,3,1A
Morris,Debra,5,3A
Decker,Willie,4,1A
Walton,Dwight,2,4B
Dewitt,Alissa,2,2B
Faulk,Lila,5,2B
Pullis,Brian,2,4A
Butts,Michael,4,1A
Bounds,Elizabeth,4,2B
Miller,Edward,2,3B
Johnson,Karen,4,2B
Gonzalez,Jamie,3,2B
Lara,Cheryl,2,2B
Cervantes,Matthew,3,3B
Gonzalez,Junita,4,1B
Lundberg,Patrick,2,3A
Deubner,James,5,4B
Villarreal,Dorothy,2,2B
Garland,Charlotte,1,4A
Madison,Stanley,2,2A
Boatner,Cindy,3,4A
Irwin,Alexander,1,3A
Sonnier,Frances,3,4B
Schenk,Carol,3,4B
Nilson,John,2,1B
Potter,Constance,2,3B
Carter,Marcia,2,1A
Barrett,Rebecca,5,3B
Clanton,Walter,2,3B
Jaye,Ivy,5,3B
Pearson,Ricky,2,3B
Brown,Jennifer,1,1B
Ferrell,Marcia,1,3A
Deshay,Hershel,5,3A
Hart,Kay,3,1A
Torres,Dorothy,5,3A
Wright,Rita,2,2A
Delarosa,June,5,1B
Mashack,Martha,5,2A
Philbrick,Richard,3,3A
Trent,James,5,4B
Winnike,Mary,1,1B
Kawamura,Vernon,3,1B
Mitchell,Patricia,2,1A
Gowers,Florence,5,2A
Mullins,Colleen,4,3B
Murphy,Vicky,4,3B
Trax,Julie,2,3B
Hart,Kathleen,2,1A
Mchenry,Thomas,5,1A
Lambert,Danielle,5,1B
Cowgill,Joseph,5,3B
Snyder,Brooke,3,3B
Caldera,Jim,1,3B
Edwards,William,3,4B
Gonzalez,Jan,3,3B
Larson,Natalie,5,2B
Daymude,Grady,3,2B
Portillo,Jerry,2,1B
Latney,Susan,5,3B
Carpenter,Lillian,4,3B
Marsh,Stephanie,1,2B
Fletcher,Raymond,2,1A
Prahm,Jessi,2,1A
Smith,Antoinette,1,2B
Wallace,Nancy,3,2A
Killam,Joanna,2,2B
Jackson,Joseph,1,3A
Williams,Howard,1,1A
